0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.16
9,0.429
10,0.621
11,0.737
12,0.8
13,0.8029999999999999
14,0.75
15,0.647
16,0.475
17,0.233
18,0.005
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.16399999999999998
33,0.431
34,0.623
35,0.742
36,0.809
37,0.8130000000000001
38,0.7609999999999999
39,0.654
40,0.48
41,0.235
42,0.005
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.151
57,0.418
58,0.612
59,0.731
60,0.792
61,0.797
62,0.747
63,0.636
64,0.46299999999999997
65,0.21899999999999997
66,0.004
67,0.0
68,0.0
69,0.0
70,0.0
71,0.0
72,0.0
73,0.0
74,0.0
75,0.0
76,0.0
77,0.0
78,0.0
79,0.0
80,0.14
81,0.39899999999999997
82,0.589
83,0.71
84,0.772
85,0.7759999999999999
86,0.7240000000000001
87,0.622
88,0.447
89,0.204
90,0.003
91,0.0
92,0.0
93,0.0
94,0.0
95,0.0
96,0.0
97,0.0
98,0.0
99,0.0
100,0.0
101,0.0
102,0.0
103,0.0
104,0.104
105,0.35600000000000004
106,0.561
107,0.6940000000000001
108,0.7509999999999999
109,0.763
110,0.715
111,0.607
112,0.42700000000000005
113,0.182
114,0.003
115,0.0
116,0.0
117,0.0
118,0.0
119,0.0
120,0.0
121,0.0
122,0.0
123,0.0
124,0.0
125,0.0
126,0.0
127,0.0
128,0.135
129,0.396
130,0.593
131,0.7190000000000001
132,0.789
133,0.794
134,0.742
135,0.642
136,0.46299999999999997
137,0.213
138,0.004
139,0.0
140,0.0
141,0.0
142,0.0
143,0.0
144,0.0
145,0.0
146,0.0
147,0.0
148,0.0
149,0.0
150,0.0
151,0.0
152,0.152
153,0.415
154,0.606
155,0.7240000000000001
156,0.7959999999999999
157,0.7979999999999999
158,0.7440000000000001
159,0.64
160,0.46299999999999997
161,0.215
162,0.005
163,0.0
164,0.0
165,0.0
166,0.0
167,0.0
168,0.0
169,0.0
170,0.0
171,0.0
172,0.0
173,0.0
174,0.0
175,0.0
176,0.12300000000000001
177,0.374
178,0.5640000000000001
179,0.679
180,0.75
181,0.75
182,0.6880000000000001
183,0.5650000000000001
184,0.376
185,0.14200000000000002
186,0.002
187,0.0
188,0.0
189,0.0
190,0.0
191,0.0
192,0.0
193,0.0
194,0.0
195,0.0
196,0.0
197,0.0
198,0.0
199,0.0
200,0.08800000000000001
201,0.32
202,0.523
203,0.65
204,0.7170000000000001
205,0.716
206,0.65
207,0.547
208,0.35700000000000004
209,0.124
210,0.001
211,0.0
212,0.0
213,0.0
214,0.0
215,0.0
216,0.0
217,0.0
218,0.0
219,0.0
220,0.0
221,0.0
222,0.0
223,0.0
224,0.121
225,0.382
226,0.585
227,0.711
228,0.75
229,0.7559999999999999
230,0.7020000000000001
231,0.591
232,0.41
233,0.171
234,0.003
235,0.0
236,0.0
237,0.0
238,0.0
239,0.0
240,0.0
241,0.0
242,0.0
243,0.0
244,0.0
245,0.0
246,0.0
247,0.0
248,0.121
249,0.37799999999999995
250,0.5820000000000001
251,0.7090000000000001
252,0.787
253,0.792
254,0.741
255,0.63
256,0.45399999999999996
257,0.21
258,0.005
259,0.0
260,0.0
261,0.0
262,0.0
263,0.0
264,0.0
265,0.0
266,0.0
267,0.0
268,0.0
269,0.0
270,0.0
271,0.0
272,0.102
273,0.33899999999999997
274,0.532
275,0.652
276,0.71
277,0.6829999999999999
278,0.5579999999999999
279,0.38799999999999996
280,0.22
281,0.077
282,0.0
283,0.0
284,0.0
285,0.0
286,0.0
287,0.0
288,0.0
289,0.0
290,0.0
291,0.0
292,0.0
293,0.0
294,0.0
295,0.0
296,0.07200000000000001
297,0.275
298,0.473
299,0.608
300,0.71
301,0.716
302,0.662
303,0.542
304,0.301
305,0.095
306,0.001
307,0.0
308,0.0
309,0.0
310,0.0
311,0.0
312,0.0
313,0.0
314,0.0
315,0.0
316,0.0
317,0.0
318,0.0
319,0.0
320,0.11199999999999999
321,0.35100000000000003
322,0.539
323,0.643
324,0.7000000000000001
325,0.682
326,0.56
327,0.376
328,0.226
329,0.084
330,0.001
331,0.0
332,0.0
333,0.0
334,0.0
335,0.0
336,0.0
337,0.0
338,0.0
339,0.0
340,0.0
341,0.0
342,0.0
343,0.0
344,0.085
345,0.298
346,0.49
347,0.608
348,0.648
349,0.483
350,0.34600000000000003
351,0.25
352,0.147
353,0.044000000000000004
354,0.0
355,0.0
356,0.0
357,0.0
358,0.0
359,0.0
360,0.0
361,0.0
362,0.0
363,0.0
364,0.0
365,0.0
366,0.0
367,0.0
368,0.045
369,0.163
370,0.302
371,0.415
372,0.479
373,0.45899999999999996
374,0.412
375,0.354
376,0.228
377,0.09300000000000001
378,0.002
379,0.0
380,0.0
381,0.0
382,0.0
383,0.0
384,0.0
385,0.0
386,0.0
387,0.0
388,0.0
389,0.0
390,0.0
391,0.0
392,0.026
393,0.138
394,0.374
395,0.5479999999999999
396,0.618
397,0.634
398,0.532
399,0.386
400,0.21899999999999997
401,0.073
402,0.001
403,0.0
404,0.0
405,0.0
406,0.0
407,0.0
408,0.0
409,0.0
410,0.0
411,0.0
412,0.0
413,0.0
414,0.0
415,0.0
416,0.08600000000000001
417,0.30000000000000004
418,0.502
419,0.643
420,0.767
421,0.773
422,0.722
423,0.624
424,0.44799999999999995
425,0.20199999999999999
426,0.006999999999999999
427,0.0
428,0.0
429,0.0
430,0.0
431,0.0
432,0.0
433,0.0
434,0.0
435,0.0
436,0.0
437,0.0
438,0.0
439,0.0
440,0.111
441,0.33299999999999996
442,0.524
443,0.665
444,0.728
445,0.732
446,0.677
447,0.5630000000000001
448,0.38
449,0.15
450,0.005
451,0.0
452,0.0
453,0.0
454,0.0
455,0.0
456,0.0
457,0.0
458,0.0
459,0.0
460,0.0
461,0.0
462,0.0
463,0.0
464,0.099
465,0.324
466,0.439
467,0.47
468,0.555
469,0.633
470,0.5820000000000001
471,0.408
472,0.217
473,0.07400000000000001
474,0.002
475,0.0
476,0.0
477,0.0
478,0.0
479,0.0
480,0.0
481,0.0
482,0.0
483,0.0
484,0.0
485,0.0
486,0.0
487,0.0
488,0.033
489,0.114
490,0.215
491,0.306
492,0.314
493,0.29600000000000004
494,0.261
495,0.195
496,0.126
497,0.055
498,0.001
499,0.0
500,0.0
501,0.0
502,0.0
503,0.0
504,0.0
505,0.0
506,0.0
507,0.0
508,0.0
509,0.0
510,0.0
511,0.0
512,0.099
513,0.377
514,0.5770000000000001
515,0.659
516,0.718
517,0.735
518,0.7140000000000001
519,0.631
520,0.45899999999999996
521,0.201
